Word,Class,Heat
macdonald,1.0,116.0
cantrell,0.0,116.0
followin,0.0,116.0
scales,1.0,116.0
dyk,1.0,116.0
intelligent's,0.0,116.0
subsidiaryanyone,1.0,116.0
unimportant,1.0,116.0
invoicing,1.0,116.0
tagg,1.0,116.0
valid,0.0,116.0
publicly,1.0,116.0
youchristopherwilliam,1.0,116.0
milligan04,1.0,116.0
0qs3259,1.0,116.0
',0.0,116.0
cards,1.0,116.0
landy,1.0,116.0
predetermined,0.0,116.0
karola,1.0,116.0
broader,1.0,116.0
shawna,1.0,116.0
subscribe,0.0,116.0
ray,1.0,116.0
onto,0.0,116.0
cooperative,1.0,116.0
papers,1.0,116.0
letyou,1.0,116.0
eastern,1.0,116.0
240795,0.0,116.0
intention,1.0,116.0
daishowa,1.0,116.0
grade,1.0,116.0
bowman,1.0,116.0
aren't,1.0,116.0
addressee,0.0,116.0
htmland,0.0,116.0
conflict,1.0,116.0
aand,0.0,116.0
commitment,1.0,116.0
tuned,1.0,116.0
boxes,1.0,116.0
isdathe,1.0,116.0
agreementkent,0.0,116.0
taft,1.0,116.0
moves,0.0,116.0
moves,1.0,116.0
cancer,1.0,116.0
doyle,1.0,116.0
unacceptable,1.0,116.0
revenues,0.0,116.0
incomplete,1.0,116.0
waiving,1.0,116.0
executions,1.0,116.0
yescarol,1.0,116.0
mcspadden,1.0,116.0
1429any,1.0,116.0
face,0.0,116.0
anupdate,1.0,116.0
emoser,1.0,116.0
reassess,1.0,116.0
7621,1.0,116.0
cargil,1.0,116.0
ryou,0.0,116.0
assigni,1.0,116.0
leslie's,0.0,116.0
wth,1.0,116.0
guarantyhello,1.0,116.0
explanation,0.0,116.0
asserted,0.0,116.0
preliminary,0.0,116.0
differently,0.0,116.0
mpsf,0.0,116.0
3207,1.0,116.0
breakout,0.0,116.0
drawings,0.0,116.0
shattering,1.0,116.0
34000,0.0,116.0
setpoff,0.0,116.0
priorities,0.0,116.0
terminations,1.0,116.0
offs,1.0,116.0
counterparty'srusselldavid,0.0,116.0
wave,0.0,116.0
specific,1.0,115.98484848484848
word,1.0,115.97674418604653
greene,1.0,115.96428571428572
progress,1.0,115.94117647058823
currency,1.0,115.9
hundl,1.0,115.9
endhttp,0.0,115.9
stdauto,0.0,115.875
multiple,0.0,115.875
form,1.0,115.85849056603772
waha,0.0,115.85714285714286
rangel,0.0,115.85714285714286
i've,0.0,115.8358208955224
90,1.0,115.83333333333331
intent,0.0,115.8
phibro,1.0,115.8
exact,1.0,115.75
ibasco,1.0,115.75
vp,1.0,115.72727272727272
insurer,0.0,115.71428571428572
occur,1.0,115.7
via,1.0,115.69230769230771
kmz,1.0,115.66666666666669
positive,1.0,115.66666666666669
coast,0.0,115.66666666666669
offeree,1.0,115.66666666666669
aim,0.0,115.63636363636364
students,0.0,115.6
confirm'92,1.0,115.6
noted,1.0,115.57142857142857
entitled,1.0,115.57142857142857
counterparties,1.0,115.56896551724138
type,1.0,115.56043956043956
jeldredge,0.0,115.55555555555556
increase,0.0,115.53846153846152
1986,1.0,115.5
meto,0.0,115.5
additional,1.0,115.5
moments,0.0,115.5
contractual,1.0,115.5
routinely,1.0,115.5
exert,1.0,115.5
herself,0.0,115.5
fcochran,0.0,115.5
mechelle,1.0,115.5
introduce,0.0,115.5
spence,0.0,115.5
173,1.0,115.5
undivided,1.0,115.5
ect03,1.0,115.5
provider's,0.0,115.5
shakleton,1.0,115.5
crice,0.0,115.42857142857143
entered,1.0,115.42307692307692
topic,0.0,115.4
attachments,0.0,115.375
multi,0.0,115.375
spec's,1.0,115.375
level,1.0,115.36363636363636
tbroderi,0.0,115.33333333333331
mergers,1.0,115.33333333333331
fairly,1.0,115.33333333333331
marty,1.0,115.33333333333331
evaluating,1.0,115.33333333333331
boulevard,1.0,115.33333333333331
primetrade,1.0,115.33333333333331
settlement,0.0,115.3
meytina,1.0,115.3
vcferraz,1.0,115.27272727272728
offsite,1.0,115.26666666666668
transferring,0.0,115.25
azurix,0.0,115.25
rehypothecation,1.0,115.25
wanting,0.0,115.25
assets,1.0,115.23076923076924
radous,1.0,115.16363636363636
lon,0.0,115.15789473684212
entering,1.0,115.15
commission,1.0,115.125
entirely,1.0,115.125
eligible,1.0,115.12
recipient,0.0,115.09523809523809
medical,0.0,115.0909090909091
obligations,1.0,115.08695652173913
minor,0.0,115.08333333333331
'kim,0.0,115.07692307692308
privileged,0.0,115.05
client,1.0,115.04166666666669
enron's,1.0,115.03030303030305
relations,1.0,115.0
avacation,1.0,115.0
carlew,1.0,115.0
525,0.0,115.0
ranch,1.0,115.0
receipted,0.0,115.0
rejected,1.0,115.0
101000,0.0,115.0
8000,1.0,115.0
jugginsjanine,1.0,115.0
contingent,1.0,115.0
guaranteeing,0.0,115.0
truong03,0.0,115.0
tainted,1.0,115.0
regardspatricia,1.0,115.0
drag,0.0,115.0
one's,1.0,115.0
endorsement,0.0,115.0
pressure,1.0,115.0
double,1.0,115.0
ahe,0.0,115.0
mother's,1.0,115.0
capture,0.0,115.0
quesitons,1.0,115.0
amending,0.0,115.0
maryann,0.0,115.0
charlotte,1.0,115.0
eddy,0.0,115.0
whenever,1.0,115.0
instructed,1.0,115.0
arthur's,0.0,115.0
mayfield,0.0,115.0
ect03,0.0,115.0
savitabi,0.0,115.0
240796,0.0,115.0
waive,1.0,115.0
illustrate,1.0,115.0
eeei,0.0,115.0
indefinite,0.0,115.0
ranging,1.0,115.0
reorder,0.0,115.0
58just,0.0,115.0
rosedaledebra,0.0,115.0
meetingtracy,1.0,115.0
vicious,0.0,115.0
80th,0.0,115.0
bshaffer,0.0,115.0
lewter's,0.0,115.0
aba,0.0,115.0
overcome,1.0,115.0
surviving,1.0,115.0
analyze,0.0,115.0
notional,1.0,115.0
laundry,0.0,115.0
plant,1.0,115.0
draftsara,1.0,115.0
x5,1.0,115.0
wood,1.0,115.0
crisis,0.0,115.0
agreementnick,0.0,115.0
float,0.0,115.0
deliveries,0.0,115.0
phcolonia,0.0,115.0
putting,1.0,115.0
diligence,1.0,115.0
denis,1.0,115.0
affliliate,1.0,115.0
i'm,1.0,114.95340501792114
references,1.0,114.92307692307692
carol's,1.0,114.85714285714286
intended,1.0,114.83870967741936
followup,1.0,114.83333333333331
building,1.0,114.8
propose,0.0,114.77777777777777
7bit,1.0,114.77099236641222
normal,1.0,114.75
created,1.0,114.75
today's,0.0,114.75
coverage,0.0,114.75
fitzgeraldtravel,0.0,114.75
stopped,0.0,114.75
hotmail,1.0,114.71428571428572
reduced,1.0,114.71428571428572
entity,0.0,114.6904761904762
reliable,1.0,114.66666666666669
instruments,0.0,114.66666666666669
administrative,1.0,114.66666666666669
arthuranderson,0.0,114.66666666666669
370,0.0,114.66666666666669
aguayo,1.0,114.66666666666669
sshari,1.0,114.66666666666669
confidential,1.0,114.66
mobile,0.0,114.625
proceeding,1.0,114.625
modify,1.0,114.625
it's,1.0,114.60810810810813
koehler,1.0,114.6
yellow,0.0,114.6
complicated,1.0,114.6
cadwalader,1.0,114.6
development10,1.0,114.55555555555556
por,1.0,114.5238095238095
ndp's,1.0,114.5
engineering,1.0,114.5
boudreaux,1.0,114.5
pattern,1.0,114.5
accessible,1.0,114.5
deleonardis,0.0,114.5
csfb's,1.0,114.5
enron03,0.0,114.5
coleridgehouston,1.0,114.5
assistant's,0.0,114.5
917,1.0,114.5
replying,0.0,114.5
violation,0.0,114.5
potential,1.0,114.5
ours,1.0,114.5
40enron,1.0,114.5
shackleton03,1.0,114.5
success,1.0,114.5
2220,1.0,114.5
companydo,0.0,114.5
linked,1.0,114.5
credders,0.0,114.5
75,1.0,114.5
arms,0.0,114.45454545454544
multibranch,1.0,114.44444444444444
confirmation,0.0,114.4351851851852
willing,1.0,114.42857142857143
order,1.0,114.4
basin,1.0,114.4
exact,0.0,114.3846153846154
shuttee,0.0,114.375
acquisition,0.0,114.33333333333331
blind,1.0,114.33333333333331
fail,0.0,114.33333333333331
reportplease,1.0,114.33333333333331
dispute,0.0,114.27272727272728
646,0.0,114.2661971830986
apgcx,0.0,114.25
idon't,0.0,114.25
reliance,1.0,114.25
97904730l,1.0,114.25
tagj,0.0,114.25
student,0.0,114.17647058823529
preferance,1.0,114.16666666666669
wtih,1.0,114.14285714285714
banks,0.0,114.11111111111113
found,1.0,114.07692307692308
drafting,1.0,114.07142857142857
shackletonenron,1.0,114.06487488415199
substantive,0.0,114.0
officei,1.0,114.0
hare,0.0,114.0
percentage,0.0,114.0
lamadrid,0.0,114.0
ids5c0united,0.0,114.0
6668,0.0,114.0
cilco,0.0,114.0
exhibit,1.0,114.0
unl,0.0,114.0
461,0.0,114.0
cs1,0.0,114.0
3905let,1.0,114.0
keiserenron,0.0,114.0
animals,0.0,114.0
dd,1.0,114.0
henk,0.0,114.0
basics,1.0,114.0
cuts,0.0,114.0
3279,0.0,114.0
counterpartytanya,1.0,114.0
enhancement,0.0,114.0
periodically,0.0,114.0
realized,0.0,114.0
ways,1.0,114.0
respects,1.0,114.0
adams111,1.0,114.0
wagen,0.0,114.0
meal,0.0,114.0
sureties,0.0,114.0
distant,1.0,114.0
opt,1.0,114.0
regardsgaurav,0.0,114.0
slowest,0.0,114.0
among,0.0,114.0
stevecavalier,1.0,114.0
beef,1.0,114.0
dgiron1,0.0,114.0
capitalize,0.0,114.0
'lynn,0.0,114.0
additions,1.0,114.0
concernsabout,0.0,114.0
can'tforce,1.0,114.0
kimdebra,0.0,114.0
discussoptions,1.0,114.0
premiums,1.0,114.0
confident,1.0,114.0
untill,1.0,114.0
wfw,1.0,114.0
leboeuf,1.0,114.0
mgusa,0.0,114.0
yoder,1.0,114.0
expression,1.0,114.0
exchanging,0.0,114.0
erms,0.0,114.0
ml5,0.0,114.0
amlooking,1.0,114.0
feo,0.0,114.0
divided,1.0,114.0
questionsara,1.0,114.0
glencore,1.0,114.0
greenwich,1.0,114.0
stockgil,1.0,114.0
desired,0.0,114.0
bates04,0.0,114.0
mct,0.0,114.0
intra,1.0,114.0
netmsueward,0.0,114.0
surveys,1.0,114.0
nicola,1.0,114.0
outfor,0.0,114.0
keavey,0.0,114.0
granting,0.0,114.0
facial,0.0,114.0
overto,0.0,114.0
presentslast,0.0,114.0
agrement,1.0,114.0
violate,0.0,114.0
partially,1.0,114.0
deirdre39685,0.0,114.0
signature,1.0,113.91891891891892
conpapers,1.0,113.9
portfolio,1.0,113.85714285714286
contract,1.0,113.81578947368419
annex,1.0,113.80645161290323
security,1.0,113.8
rlf,0.0,113.8
types,0.0,113.77777777777777
lewis,1.0,113.76923076923076
ameytina,1.0,113.75
saraelizabeth,1.0,113.75
mutual,1.0,113.75
jun20001,0.0,113.75
confirmationsara,1.0,113.75
drawing,0.0,113.71428571428572
body,0.0,113.71428571428572
recent,1.0,113.68627450980392
elevator,1.0,113.66666666666669
risks,0.0,113.66666666666669
assumes,1.0,113.66666666666669
centralintra,0.0,113.66666666666669
forma,0.0,113.66666666666669
maintenance,1.0,113.66666666666669
armstrong,1.0,113.66666666666669
banque,1.0,113.66666666666669
i've,1.0,113.63157894736842
folders,1.0,113.61481481481482
pinto,1.0,113.6
phrase,0.0,113.6
regarding,1.0,113.57317073170731
typically,1.0,113.57142857142857
al,1.0,113.57142857142857
merger,0.0,113.53846153846152
beaver,0.0,113.5
systemslet's,1.0,113.5
bennett,1.0,113.5
27209,0.0,113.5
solved,1.0,113.5
petterson,1.0,113.5
enhanced,1.0,113.5
llcelectric,0.0,113.5
teneur,0.0,113.5
23rd,1.0,113.5
sekse,1.0,113.5
8777,0.0,113.5
triggering,0.0,113.5
specify,1.0,113.5
cs,0.0,113.5
enadate,1.0,113.5
toothers,1.0,113.5
derrick,1.0,113.5
1333,0.0,113.5
365,0.0,113.5
joseph,1.0,113.5
n2b4kh,0.0,113.5
4867,0.0,113.5
cathy,1.0,113.5
russellsubject,0.0,113.5
smoking,0.0,113.4
asp,0.0,113.4
corporation,0.0,113.39705882352942
financial,1.0,113.37117903930132
samantha's,0.0,113.33333333333331
bringing,0.0,113.33333333333331
refund,0.0,113.33333333333331
12357,0.0,113.33333333333331
dealer,1.0,113.33333333333331
liquide,1.0,113.33333333333331
pmsent,0.0,113.33333333333331
pancanadian,0.0,113.33333333333331
tgs,1.0,113.33333333333331
midcon,0.0,113.33333333333331
acceptable,1.0,113.28125
mega,0.0,113.27419354838709
presented,0.0,113.25
making,1.0,113.22727272727272
lemon,1.0,113.22222222222223
obtain,0.0,113.2
profile,0.0,113.2
edit,0.0,113.2
invoices,1.0,113.2
counterparty,1.0,113.17073170731709
ten,0.0,113.14285714285714
purchase,1.0,113.125
funnies,0.0,113.11111111111113
blackline,1.0,113.1
sec,0.0,113.07142857142857
privileged,1.0,113.06666666666666
significant,0.0,113.0
amani,0.0,113.0
basing,1.0,113.0
sonoma,1.0,113.0
issuesif,1.0,113.0
3812houston,0.0,113.0
lawgable,0.0,113.0
links,0.0,113.0
cashcollateral,0.0,113.0
derivatives,0.0,113.0
whereas,1.0,113.0
falls,1.0,113.0
katie,1.0,113.0
whenyou,1.0,113.0
themselves,0.0,113.0
17000,0.0,113.0
ferrellgascarol,0.0,113.0
bernice,1.0,113.0
stalking,0.0,113.0
thewineries,0.0,113.0
2325000,0.0,113.0
stimulate,0.0,113.0
aroundthe,0.0,113.0
sahoni,1.0,113.0
sara's,1.0,113.0
lowest,0.0,113.0
witheither,0.0,113.0
parkers,1.0,113.0
explaining,1.0,113.0
lets,1.0,113.0
character,1.0,113.0
mariemarie,0.0,113.0
parkers,0.0,113.0
carfound,0.0,113.0
establishment,1.0,113.0
compared,1.0,113.0
alot,1.0,113.0
758,0.0,113.0
mein,1.0,113.0
ssmolly,1.0,113.0
ktyohtmiscellaneous,0.0,113.0
patterson,1.0,113.0
mir,1.0,113.0
loibl,0.0,113.0
certainty,0.0,113.0
mcatherine,0.0,113.0
portions,0.0,113.0
newly,0.0,113.0
fits,1.0,113.0
retrieve,1.0,113.0
ketchup,0.0,113.0
pardue,1.0,113.0
appointing,0.0,113.0
differentiate,1.0,113.0
enline,0.0,113.0
americaslegal,0.0,113.0
anticipating,1.0,113.0
disputed,0.0,113.0
stack09,1.0,113.0
plasma,0.0,113.0
renewed,1.0,113.0
stack04,1.0,113.0
mike's,1.0,113.0
june5th,0.0,113.0
companyfpc,0.0,113.0
youanne,0.0,113.0
maximum,0.0,113.0
purported,1.0,113.0
preprinted,0.0,113.0
seven,0.0,113.0
pereiraclickathome,0.0,113.0
pederson,0.0,113.0
comsteve,0.0,113.0
inba,1.0,113.0
terminates,1.0,113.0
088826,1.0,113.0
eachcounterparty,0.0,113.0
exeacuted,1.0,113.0
thisreduce,1.0,113.0
schwieger04,0.0,113.0
baughman,1.0,113.0
wellheadscott,0.0,113.0
earliestbrian,0.0,113.0
nell,1.0,113.0
buckeye,0.0,113.0
desiree,1.0,113.0
thanksharry,0.0,113.0
927if,0.0,113.0
rushes,0.0,113.0
presas,1.0,113.0
condom,0.0,113.0
mscg,0.0,113.0
sslaurel,1.0,113.0
frontno,0.0,113.0
venue,0.0,113.0
transferee,0.0,113.0
2871talisman,0.0,113.0
descriptionplease,0.0,113.0
yaon,0.0,113.0
gs,1.0,112.97142857142859
eweb's,1.0,112.90476190476191
extension,0.0,112.9
risks,1.0,112.85714285714286
definitions,1.0,112.85106382978724
suggestion,1.0,112.84210526315788
liquidity,0.0,112.83333333333331
doctors,0.0,112.8
default,1.0,112.78666666666666
justify,0.0,112.75
citibank,0.0,112.75
passing,0.0,112.75
llgm,0.0,112.73076923076924
implemented,1.0,112.66666666666669
reduces,0.0,112.66666666666669
counterparty's,0.0,112.66666666666669
dillon,0.0,112.66666666666669
reinsurance,1.0,112.66666666666669
equivalent,1.0,112.66666666666669
stoler,1.0,112.625
jp,1.0,112.6153846153846
reasons,1.0,112.6
rating,1.0,112.54545454545456
disseminate,1.0,112.5
astros,1.0,112.5
zimmermann,0.0,112.5
gracie,1.0,112.5
offiweb,1.0,112.5
mrc,0.0,112.5
8g,0.0,112.5
quebecor,1.0,112.5
forrest,0.0,112.5
meyer,1.0,112.5
closure,1.0,112.5
rodriguez06,1.0,112.5
law2,1.0,112.5
energy's,0.0,112.5
504,0.0,112.5
40i,0.0,112.5
flowers,1.0,112.5
bullish,0.0,112.5
12pm,0.0,112.5
limiting,0.0,112.5
throw,0.0,112.5
monty's,1.0,112.5
entity,1.0,112.43939393939394
concept,1.0,112.4375
suisse,1.0,112.42857142857143
notification,1.0,112.4
above,1.0,112.34545454545454
taylorwhat,0.0,112.33333333333331
13000,0.0,112.33333333333331
nss,0.0,112.33333333333331
chips,0.0,112.33333333333331
mary's,1.0,112.33333333333331
attempting,1.0,112.33333333333331
prompt,1.0,112.33333333333331
accordance,0.0,112.33333333333331
rgds,1.0,112.25
'000,0.0,112.25
reassign,1.0,112.25
quotes,1.0,112.23809523809523
shepherd,0.0,112.22222222222223
optionsoption,0.0,112.2
opposed,1.0,112.16666666666669
pursuing,1.0,112.16666666666669
enervest,0.0,112.16666666666669
waives,1.0,112.0
queue,1.0,112.0
8453,0.0,112.0
084,1.0,112.0
clairyou,0.0,112.0
involvement,0.0,112.0
teainc,0.0,112.0
'dgiron,0.0,112.0
bankruptcysetoff,0.0,112.0
images,1.0,112.0
cxy,1.0,112.0
045,0.0,112.0
pilo,0.0,112.0
datescarol,0.0,112.0
theater,0.0,112.0
affairs,1.0,112.0
towards,1.0,112.0
efo,0.0,112.0
duplication,1.0,112.0
ourselves,1.0,112.0
rosenberg,0.0,112.0
damage,1.0,112.0
lc's,1.0,112.0
otherreferenced,0.0,112.0
elliott,0.0,112.0
timeamerica,0.0,112.0
2d,0.0,112.0
0463515,1.0,112.0
985,0.0,112.0
'exceptions',0.0,112.0
fieldput,0.0,112.0
updatecargill,1.0,112.0
cng,1.0,112.0
flower,1.0,112.0
itssuccessors,0.0,112.0
embodies,1.0,112.0
annesubject,0.0,112.0
explains,1.0,112.0
nuernberg,1.0,112.0
pruchase,1.0,112.0
colbert,1.0,112.0
jtholtski111222highlandalso,0.0,112.0
warrants,0.0,112.0
lowe,0.0,112.0
salomon,1.0,112.0
glass,0.0,112.0
425,1.0,112.0
breese,1.0,112.0
tarkington,1.0,112.0
slamming,0.0,112.0
tana'a,0.0,112.0
analystthe,0.0,112.0
workload,0.0,112.0
240821,0.0,112.0
commencement,1.0,112.0
rohauer07,1.0,112.0
thx,1.0,112.0
handing,1.0,112.0
kaufmann,1.0,112.0
ro,0.0,112.0
discrepancies,1.0,112.0
greetingsurprise,0.0,112.0
strongly,1.0,112.0
succeeded,1.0,112.0
westidaho,0.0,112.0
marcello,1.0,112.0
heaney,1.0,112.0
ridgesusan,0.0,112.0
liardanielle,0.0,112.0
563,1.0,112.0
thewell,0.0,112.0
werethinking,0.0,112.0
amhay,0.0,112.0
rifle,0.0,112.0
ppl,0.0,112.0
neosoft,0.0,112.0
espey,0.0,112.0
labdsc,1.0,112.0
scroll,1.0,112.0
00067,0.0,112.0
corporation's,0.0,112.0
bell,0.0,112.0
gail,1.0,112.0
sitaper,1.0,112.0
kellog's,1.0,112.0
mbtos,1.0,112.0
protracted,1.0,112.0
cancellation,0.0,112.0
fridayweek,1.0,112.0
confirmations,1.0,111.98
global,1.0,111.96825396825396
activity,1.0,111.90566037735849
directors,1.0,111.9
345,0.0,111.875
corporate,1.0,111.82926829268291
previous,1.0,111.82352941176471
structured,1.0,111.8095238095238
reflects,0.0,111.8
multi,1.0,111.8
eric,1.0,111.8
araujo,1.0,111.8
annual,1.0,111.77777777777777
carry,0.0,111.76923076923076
madman,0.0,111.75
saralynn,1.0,111.75
manner,1.0,111.75
ectcc,0.0,111.73059360730593
separate,1.0,111.675
lori,0.0,111.66666666666669
counterparty,0.0,111.66666666666669
opinioncarol,0.0,111.66666666666669
sager,1.0,111.66666666666669
troop's,0.0,111.66666666666669
death,1.0,111.66666666666669
avitabile,0.0,111.625
disputes,0.0,111.6
erms,1.0,111.55555555555556
virginia,0.0,111.5
mniebruegge,1.0,111.5
admins,1.0,111.5
bonneville,0.0,111.5
volumes,1.0,111.5
financially,1.0,111.5
conf,1.0,111.5
languagecarol,0.0,111.5
jornada,0.0,111.5
huge,1.0,111.5
sloman,1.0,111.5
consensus,1.0,111.5
signers,1.0,111.5
commentshi,0.0,111.5
armogida,1.0,111.5
297,0.0,111.5
lbarnett,1.0,111.5
clauses,0.0,111.5
comif,1.0,111.5
main,0.0,111.5
factor,0.0,111.5
greer,1.0,111.5
downgraded,1.0,111.5
methodology,1.0,111.5
lnagugae,0.0,111.5
amplease,0.0,111.5
liable,1.0,111.5
valleys,1.0,111.5
ssuzanne,1.0,111.5
2796444,0.0,111.5
loose,0.0,111.5
assignedthe,0.0,111.5
repos,1.0,111.41666666666669
lending,1.0,111.4
itself,1.0,111.4
mtg,0.0,111.4
ibj,1.0,111.35714285714286
ancillary,1.0,111.33333333333331
timely,0.0,111.33333333333331
bar,1.0,111.33333333333331
vcf,1.0,111.33333333333331
fam,1.0,111.33333333333331
velaw,1.0,111.33333333333331
animal,1.0,111.33333333333331
foregoing,0.0,111.33333333333331
surely,1.0,111.33333333333331
verified,1.0,111.33333333333331
lyris,0.0,111.33333333333331
volumetric,0.0,111.25
faith,1.0,111.25
paloma,1.0,111.2
calleric,0.0,111.2
weren't,0.0,111.2
lynda,0.0,111.2
noori,1.0,111.16666666666669
rated,1.0,111.16666666666669
mode,0.0,111.16666666666669
lender,1.0,111.16666666666669
immediate,1.0,111.07407407407408
proposed,1.0,111.05882352941177
transactioni,0.0,111.0
outlining,0.0,111.0
conflict,0.0,111.0
busk,0.0,111.0
mellencampenron,1.0,111.0
euenronxgate,0.0,111.0
37pm,1.0,111.0
portion,1.0,111.0
daigle,1.0,111.0
denied,0.0,111.0
nss2,0.0,111.0
fam,0.0,111.0
muster,0.0,111.0
yesterday's,0.0,111.0
cacs,1.0,111.0
mariannep,0.0,111.0
shackleton111,1.0,111.0
transactionssent,0.0,111.0
0f,1.0,111.0
indebtedness,1.0,111.0
whitepaper,1.0,111.0
sharing,1.0,111.0
questionlong,0.0,111.0
transco,1.0,111.0
enabling,1.0,111.0
1978,0.0,111.0
constitute,1.0,111.0
qib,0.0,111.0
sea,0.0,111.0
stingraysuperior,0.0,111.0
gamble,1.0,111.0
mergers,0.0,111.0
md,1.0,111.0
restrict,0.0,111.0
arestill,0.0,111.0
alliance,0.0,111.0
gty,1.0,111.0
slight,1.0,111.0
testing,1.0,111.0
miami,1.0,111.0
pmall,1.0,111.0
1013000,0.0,111.0
ingeneral,1.0,111.0
messrs,0.0,111.0
kjaareholm,1.0,111.0
anotherconverstation,0.0,111.0
additonal,1.0,111.0
kimtxdave6661,0.0,111.0
examples,1.0,111.0
sietzema,0.0,111.0
field,1.0,111.0
subjected,1.0,111.0
satisfies,0.0,111.0
38000,0.0,111.0
japangood,1.0,111.0
20mm,1.0,111.0
accident,1.0,111.0
crawl,1.0,111.0
ffelvey,1.0,111.0
hedgingsorry,1.0,111.0
arenot,0.0,111.0
forest,1.0,111.0
exceeds,0.0,111.0
35968,1.0,111.0
09both,0.0,111.0
beales,1.0,111.0
additonal,0.0,111.0
unresolved,1.0,111.0
succeeding,0.0,111.0
config,0.0,111.0
wiring,1.0,111.0
lobbies,1.0,111.0
arose,1.0,111.0
withthe,0.0,111.0
4124,1.0,111.0
8mm,0.0,111.0
mlcsny,1.0,111.0
rejected,0.0,111.0
contemplated,0.0,111.0
affili,1.0,111.0
suffer,1.0,111.0
elpaso,0.0,111.0
waill,1.0,111.0
lobbies,0.0,111.0
authorized,0.0,111.0
thorough,1.0,111.0
relation,0.0,111.0
cries,0.0,111.0
rabid,0.0,111.0
saralaurel,1.0,111.0
595,0.0,111.0
deleting,0.0,111.0
soniat,1.0,111.0
ephross,0.0,111.0
paulo,0.0,111.0
adamant,1.0,111.0
collar,0.0,111.0
particularly,1.0,110.92307692307692
automatic,0.0,110.92307692307692
contain,0.0,110.91666666666669
pgnmail,0.0,110.9090909090909
corinne,1.0,110.9
effect,1.0,110.9
counterparty's,1.0,110.875
cell,0.0,110.84210526315788
'sara,1.0,110.82352941176471
ellis03,1.0,110.8
void,0.0,110.8
reflect,1.0,110.79310344827586
sharon,1.0,110.79166666666669
corp,1.0,110.77791640673736
proposed,0.0,110.77586206896551
galatoire's,1.0,110.75
ena's,1.0,110.725
marcelo,1.0,110.70491803278688
egroups,0.0,110.7
creditworthiness,0.0,110.66666666666669
confidentiality,1.0,110.66666666666669
finding,0.0,110.66666666666669
national,1.0,110.625
he's,1.0,110.625
listed,1.0,110.6
hsresources,1.0,110.6
evans,1.0,110.6
rohauer,0.0,110.5
receivers,0.0,110.5
allowing,1.0,110.5
legal14000,1.0,110.5
shopping,0.0,110.5
timeline,1.0,110.5
described,1.0,110.5
finalizing,0.0,110.5
announced,1.0,110.5
refaxed,0.0,110.5
whereby,0.0,110.5
lynnava,0.0,110.5
supplemented,1.0,110.5
mscg,1.0,110.5
mcfarling,0.0,110.5
x54693,1.0,110.5
negative,0.0,110.5
chase,1.0,110.46938775510205
ciesa,1.0,110.44444444444444
develop,1.0,110.44444444444444
financials,1.0,110.44444444444444
inquiries,1.0,110.4
completing,0.0,110.33333333333331
accommodate,1.0,110.33333333333331
prohibited,0.0,110.33333333333331
hickerson,1.0,110.3125
recipient,1.0,110.30769230769229
iah,0.0,110.28571428571428
partial,1.0,110.28571428571428
paul's,1.0,110.25
tudor,1.0,110.22222222222223
he's,0.0,110.21428571428572
career,0.0,110.2
managing,1.0,110.2
directory,0.0,110.14285714285714
ring,0.0,110.14285714285714
netting,0.0,110.125
its,1.0,110.11382113821138
daphneco64,0.0,110.1
telephone,0.0,110.0909090909091
theconfidentiality,1.0,110.0
stingrays,0.0,110.0
downstairs,1.0,110.0
notebooks,1.0,110.0
todiscuss,1.0,110.0
reissues,1.0,110.0
dialed,1.0,110.0
v34062,1.0,110.0
protections,1.0,110.0
instant,1.0,110.0
bros,1.0,110.0
percent,0.0,110.0
bushmanenron,0.0,110.0
stx,0.0,110.0
bid,1.0,110.0
afforded,0.0,110.0
tellwood,1.0,110.0
elder,1.0,110.0
condorsara,1.0,110.0
txok,0.0,110.0
cure,1.0,110.0
ews,0.0,110.0
postponed,1.0,110.0
newspapers,0.0,110.0
projectgem,0.0,110.0
lookforward,1.0,110.0
lkao,1.0,110.0
deserved,1.0,110.0
juliasubject,0.0,110.0
malowney111,1.0,110.0
emwnss,0.0,110.0
coachtomorrow,0.0,110.0
panamanian,1.0,110.0
enrolled,1.0,110.0
julia's,1.0,110.0
opted,1.0,110.0
deeper,0.0,110.0
65333,0.0,110.0
402223502,0.0,110.0
susmangodfrey,0.0,110.0
ippiisda3,0.0,110.0
ehrenberg,0.0,110.0
alan's,0.0,110.0
2659fax,1.0,110.0
tired,1.0,110.0
breach,1.0,110.0
cand,0.0,110.0
bennett's,0.0,110.0
issuer,0.0,110.0
maili,1.0,110.0
tklaw,0.0,110.0
zeroes,1.0,110.0
doctor's,0.0,110.0
caterer,0.0,110.0
overdyke,1.0,110.0
plastics,0.0,110.0
itand,0.0,110.0
adverse,0.0,110.0
offset,1.0,110.0
410135vintage,0.0,110.0
appeared,1.0,110.0
karathanos,0.0,110.0
huge,0.0,110.0
277752,0.0,110.0
3000,1.0,110.0
0721,0.0,110.0
we're,0.0,109.94117647058823
submitted,1.0,109.88888888888887
bass',0.0,109.84615384615385
guarantor,1.0,109.8125
pcx,0.0,109.8
polach,1.0,109.8
certificates,1.0,109.76470588235294
settlement,1.0,109.76470588235294
shielah,0.0,109.75
unwind,1.0,109.75
authorizing,1.0,109.75
bye,1.0,109.75
language,1.0,109.72486772486772
intermediary,1.0,109.66666666666669
damages,1.0,109.66666666666669
mlib,1.0,109.66666666666669
